Est Number,Premise Name,Premise Address 1,Premise Zip Code,TYPE,Status,Inspection Date,Inspection Type,Score,Violation List,
62733,PAPA JOHN'S PIZZA #1449,"1610 LEESTOWN ROAD, SUITE 1",40511,605,ACTIVE,20-Jul-2023,2,96,  40  48  56,
62817,TSAO-CHA,"1080 SOUTH BROADWAY, SUT #201",40504,605,ACTIVE,24-Aug-2023,1,80,   1  10  15  25  29  38  40  41  43  44  46  48  50  54  56,
62817,TSAO-CHA,"1080 SOUTH BROADWAY, SUT #201",40504,605,ACTIVE,08-Sep-2023,2,84,   6   8  25  40  41  43  44  48  51  56  57,
62817,TSAO-CHA,"1080 SOUTH BROADWAY, SUT #201",40504,605,ACTIVE,08-Sep-2023,2,91,  40  41  43  44  48  51  56  57,
62827,MINIT MART #673,2420 RICHMOND ROAD,40509,607,INACTIVE,19-Jul-2023,1,98,  46  51,
62857,WAFFLE HOUSE # 1375,3601 -A WALDEN DRIVE,40517,605,ACTIVE,25-Jul-2023,1,85,  18  21  24  41  45  48  49  50  56,
62857,WAFFLE HOUSE # 1375,3601 -A WALDEN DRIVE,40517,605,ACTIVE,08-Aug-2023,2,92,  18  21  45  56,
62857,WAFFLE HOUSE # 1375,3601 -A WALDEN DRIVE,40517,605,ACTIVE,15-Aug-2023,2,99,  56,
62889,LEESTOWN GARAGE LLC,3092 LEESTOWN ROAD,40511,605,ACTIVE,19-Jul-2023,2,98,  50  56,
62889,LEESTOWN GARAGE LLC,3092 LEESTOWN ROAD,40511,605,ACTIVE,19-Jul-2023,1,91,  21  29  50  56  58,
62914,KROGER FIELD CONCESSION #137,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,2,100,,
62914,KROGER FIELD CONCESSION #137,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,98,  53,
62915,KROGER FIELD CONCESSION #193,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,100,,
62917,KROGER FIELD CONCESSION #187,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,100,,
62919,KROGER FIELD CONCESSION #136,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,99,  50,
62921,KROGER FIELD CONCESSION #140,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,99,  38,
63058,RAMSEY'S,4391 OLD HARRODSBURG RD,40513,605,ACTIVE,03-Oct-2023,1,94,  41  46  48  50  56,
63153,LA CABANA,1414 BRYAN AVE,40505,605,ACTIVE,07-Jul-2023,1,91,   2  15  40  41  48  49  56,
63161,LIBERTY RIDGE SENIOR LIVING,701 LIBERTY RIDGE LN,40509,605,ACTIVE,11-Aug-2023,1,97,  41  50  56,
63195,BLESSINGS FROM GOD,1202 - A VERSAILLES ROAD,40508,605,INACTIVE,07-Jul-2023,1,99,  56,
63195,BLESSINGS FROM GOD,1202 - A VERSAILLES ROAD,40508,610,INACTIVE,07-Jul-2023,1,99,  56,
63274,CP FOOD MART,1161 CENTRE PARKWAY,40517,607,ACTIVE,19-Jul-2023,1,91,  24  41  45  48  50  55  56,
63274,CP FOOD MART,1161 CENTRE PARKWAY,40517,607,ACTIVE,19-Jul-2023,1,95,  48  50  55  56,
63274,CP FOOD MART,1161 CENTRE PARKWAY,40517,610,ACTIVE,19-Jul-2023,1,95,  48  50  55  56,
63274,CP FOOD MART,1161 CENTRE PARKWAY,40517,610,ACTIVE,19-Jul-2023,1,91,  24  41  45  48  50  55  56,
63274,CP FOOD MART,1161 CENTRE PARKWAY,40517,607,ACTIVE,04-Aug-2023,2,97,  48  50,
63274,CP FOOD MART,1161 CENTRE PARKWAY,40517,610,ACTIVE,04-Aug-2023,2,97,  48  50,
63288,DOLLAR GENERAL STORE #7089,1790 BRYAN STATION RD,40505,610,ACTIVE,20-Sep-2023,1,95,  15  50  56  57,
63445,MEIJER GAS STATION #184,391 WEST REYNOLDS RD,40503,607,ACTIVE,26-Jul-2023,1,96,  40  50  51  57,
63445,MEIJER GAS STATION #184,391 WEST REYNOLDS RD,40503,607,ACTIVE,26-Jul-2023,1,97,  50  51  57,
63504,WALMART #2783,500 NW NEW CIRCLE RD,40511,607,ACTIVE,08-Aug-2023,12,,"NOTICE TO CORRECT
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS:   LARGE AMOUNT OF MOLD LIKE SUBSTANCE ON DAIRY COOLER SHELVES.  
NOTICE TO CORRECT THE ABOVE LISTED VIOLATIONS WITH A PERIOD OF 10 DAYS FROM THE DATE OF RECEIPT OF THIS NOTICE. ",
63504,WALMART #2783,500 NW NEW CIRCLE RD,40511,607,ACTIVE,27-Sep-2023,1,97,  50  56  57,
63504,WALMART #2783,500 NW NEW CIRCLE RD,40511,607,ACTIVE,27-Sep-2023,1,94,  38  48  50  56  57,
63584,DAIRY QUEEN,464 W NEW CIRCLE RD,40511,605,ACTIVE,17-Jul-2023,1,75,   1   5   6   8  20  21  22  25  34  37  39  40  50  56,
63584,DAIRY QUEEN,464 W NEW CIRCLE RD,40511,605,ACTIVE,17-Jul-2023,12,,"QUARANTINE/VOLUNTARY DESTRUCTION
SUNNY FRESH EGG 16LBS Q1/Q2, HOT DOGS 5LBS Q1/Q2, CHEESE 1 LB  Q1/Q2, BACON BITS 1LB Q1/Q2, SAUCES 2LBS Q1/Q2, SLICED VEGETABLES 1LB Q1/Q2 
VALUE $80",
63584,DAIRY QUEEN,464 W NEW CIRCLE RD,40511,605,ACTIVE,03-Aug-2023,2,96,  37  40  50  56,
63956,"TIN ROOF, THE",303 SOUTH LIMESTONE,40507,605,ACTIVE,27-Jul-2023,1,94,  41  48  50  56  57,
64029,DOMINO'S PIZZA  #180,524 WEST NEW CIRCLE RD,40511,605,ACTIVE,05-Jul-2023,1,99,  56,
64207,SIR PIZZA,463 WEST NEW CIRCLE ROAD,40511,605,ACTIVE,06-Sep-2023,2,92,  17  37  39  46  48  50  56,
64207,SIR PIZZA,463 WEST NEW CIRCLE ROAD,40511,605,ACTIVE,06-Sep-2023,1,90,   6  17  37  39  46  48  50  56,
64591,HIGH STREET NEIGHBORHOOD CENTER,228 S LIMESTONE,40507,605,ACTIVE,27-Jul-2023,1,89,  18  25  46  48  49  50  56,
64591,HIGH STREET NEIGHBORHOOD CENTER,228 S LIMESTONE,40507,605,ACTIVE,27-Jul-2023,12,,"NOTICE TO CORRECT
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS:  BACK FLOW PREVENTER IN POOR REPAIR AT MOP SINK. CANNOT ENSURE BACK FLOW IS PRECLUDED
ESTABLISHMENT MUST MAKE NECESSARY REPAIRS TO ENSURE BACK FLOW IS PRECLUDED. 
ABOVE LISTED VIOLATIONS WITH A PERIOD OF 30 DAYS FROM THE DATE OF RECEIPT OF THIS NOTICE",
64591,HIGH STREET NEIGHBORHOOD CENTER,228 S LIMESTONE,40507,605,ACTIVE,27-Jul-2023,2,94,  46  48  49  50  56,
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,18-Jul-2023,1,96,  10  50  56  57,
64846,REDI-MART/MARATHON,1970 PLEASANT RIDGE,40509,607,ACTIVE,18-Jul-2023,1,97,  37  38  56,
64910,BUFFALO WILD WINGS #49,3094 OLD TODDS RD.,40509,605,ACTIVE,26-Sep-2023,1,96,  10  40  50  56,
64911,PENN STATION,"3090 TODDS ROAD, SUITE 305",40509,605,ACTIVE,27-Jul-2023,1,81,   1   4   6  21  24  38  40  46  48  50  51  56,
64911,PENN STATION,"3090 TODDS ROAD, SUITE 305",40509,605,ACTIVE,27-Jul-2023,12,,"NOTICE TO CORRECT
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS:  DURING INSPECTION REPEATED NON-COMPLIANCE AND NON-ENFORCEMENT OF HAIR RESTRAINGS AND WRITTEN PRCEDURES/TIME LOGS FOR USING TIME AS A PUBLIC HEALTH CONTROL OBSERVED.",
64911,PENN STATION,"3090 TODDS ROAD, SUITE 305",40509,605,ACTIVE,10-Aug-2023,2,97,  37  51  56,
64920,NORTH STAR ACADEMY,1816 BRYAN STATION ROAD,40505,605,ACTIVE,20-Sep-2023,1,100,,
65080,A CUP OF COMMON WEALTH,105 EASTERN AVE,40508,605,ACTIVE,24-Jul-2023,1,96,  48  54  56,
65080,A CUP OF COMMON WEALTH,105 EASTERN AVE,40508,605,ACTIVE,24-Jul-2023,1,98,  54  56,
65080,A CUP OF COMMON WEALTH,105 EASTERN AVE,40508,607,ACTIVE,24-Jul-2023,1,98,  54  56,
65080,A CUP OF COMMON WEALTH,105 EASTERN AVE,40508,607,ACTIVE,24-Jul-2023,1,96,  48  54  56,
65273,SCAPA AT LAFAYETTE,400 LAFAYETTE AVE,40503,605,ACTIVE,28-Aug-2023,1,98,  48,
65285,GOLD STAR,1900 PLAUDIT PLACE,40509,605,ACTIVE,14-Jul-2023,1,98,  40  56,
65316,HOPE CENTER FOR WOMEN,1524 VERSAILLES ROAD,40504,605,ACTIVE,29-Aug-2023,1,94,  13  18  46,
65316,HOPE CENTER FOR WOMEN,1524 VERSAILLES ROAD,40504,605,ACTIVE,12-Sep-2023,2,99,  46,
65872,MEGAMINDS EDUCARE,679 LIMA DRIVE,40511,605,ACTIVE,06-Sep-2023,1,99,  37,
66256,DONATO'S PIZZA,"3851 KENESAW DRIVE, STE. A",40515,605,ACTIVE,11-Jul-2023,1,97,  40  50  56,
66328,PENN STATION,1719 NORTH BROADWAY,40505,605,ACTIVE,14-Sep-2023,1,94,  10  48  50  56  57,
66548,COCKTAILS BAR & GRILL,3090 TODDS RD #150,40509,605,ACTIVE,29-Aug-2023,1,96,  41  48  56,
66576,SIDEBAR GRILL,147 NORTH LIMESTONE STREET,40507,605,ACTIVE,27-Jul-2023,1,87,   1   6  17  21  22  34  56,
66576,SIDEBAR GRILL,147 NORTH LIMESTONE STREET,40507,605,ACTIVE,17-Aug-2023,1,99,  56,
66606,GOLDEN CORRAL,185 E NEW CIRCLE RD,40505,605,ACTIVE,28-Jul-2023,1,85,  10  22  24  40  48  50  51  56  57  58,
66606,GOLDEN CORRAL,185 E NEW CIRCLE RD,40505,605,ACTIVE,11-Aug-2023,2,94,  10  48  50  56  57,
66606,GOLDEN CORRAL,185 E NEW CIRCLE RD,40505,605,ACTIVE,29-Aug-2023,3,80,  10  15  22  23  24  43  48  49  50  56  57  58,
66606,GOLDEN CORRAL,185 E NEW CIRCLE RD,40505,605,ACTIVE,12-Sep-2023,2,94,  48  49  50  56  57,
66824,SUBWAY,175 E MAIN ST  STE #100,40502,605,ACTIVE,12-Sep-2023,1,98,  40  56,
66897,WEST COAST GOURMET PIZZA,2473 FORTUNE DR STE 100,40509,605,ACTIVE,07-Aug-2023,1,97,  48  56,
66977,KY FRIED CHICKEN-PIZZA HUT,1907 PLAUDIT PLACE #30,40509,605,ACTIVE,14-Jul-2023,1,97,  50  51  56,
66977,KY FRIED CHICKEN-PIZZA HUT,1907 PLAUDIT PLACE #30,40509,605,ACTIVE,23-Aug-2023,12,,"NOTICE TO CORRECT
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS:  LARGE NUMBER OF FLIES OBSERVED IN BACK OF KITCHEN NEAR BACK DOOR/SODA AREA NO FOOD ADULTERATION OBSERVED. THIS IS AN OFFICIAL NOTICE TO CORRECT THE ABOVE LISTED VIOLATIONS WITH A PERIOD OF 14 DAYS",
66977,KY FRIED CHICKEN-PIZZA HUT,1907 PLAUDIT PLACE #30,40509,605,ACTIVE,15-Sep-2023,2,100,,
67171,FAMILY DOLLAR STORE #4253,2181 VERSAILLES RD,40504,610,ACTIVE,06-Oct-2023,1,95,  48  52  54,
67171,FAMILY DOLLAR STORE #4253,2181 VERSAILLES RD,40504,610,ACTIVE,06-Oct-2023,2,97,  48  54,
67206,J. RENDER'S SOUTHERN TABLE & BAR,3191 BEAUMONT CTR CIR STE 110,40513,605,ACTIVE,27-Sep-2023,1,95,  45  48  56  57,
67206,J. RENDER'S SOUTHERN TABLE & BAR,3191 BEAUMONT CTR CIR STE 110,40513,607,ACTIVE,27-Sep-2023,1,95,  45  48  56  57,
67259,WHITNEY CAFE @ UK HOSPITAL,1000 S LIMESTONE,40508,605,ACTIVE,25-Aug-2023,1,100,,
67304,CHRYSALIS COMMUNITY CENTER,1589 HILL  RISE DRIVE,40504,605,ACTIVE,13-Jul-2023,1,98,  50  51,
67307,CREOLE CAFE,833 GEORGETOWN ROAD,40508,605,ACTIVE,18-Sep-2023,1,97,  48  50,
67307,CREOLE CAFE,833 GEORGETOWN ROAD,40508,607,ACTIVE,18-Sep-2023,1,97,  48  50,
67307,CREOLE CAFE,833 GEORGETOWN ROAD,40508,610,ACTIVE,18-Sep-2023,1,97,  48  50,
67372,#1 CHINA BUFFET,"125 E. REYNOLDS ROAD, STE. 120",40517,605,ACTIVE,14-Sep-2023,1,94,  40  41  48  51  56,
67396,FRESHIE'S ICE CREAM LLC,3851 KENESAW DRIVE-SUITE 120,40515,605,ACTIVE,12-Jul-2023,2,100,,
67676,UK SOCCER - SOFTBALL CONCESSION,570 WILDCAT COURT,40506,603,ACTIVE,03-Oct-2023,1,96,  48  50  56,
67676,UK SOCCER - SOFTBALL CONCESSION,570 WILDCAT COURT,40506,605,ACTIVE,03-Oct-2023,1,96,  48  50  56,
67893,EL HUARACHE,1316 RUSSELL CAVE RD.,40505,605,ACTIVE,24-Aug-2023,1,93,  38  40  48  50  56  57,
67902,WAFFLE HOUSE # 1565,859 SOUTH BROADWAY,40504,605,ACTIVE,18-Jul-2023,1,79,   6   8  10  15  21  41  45  48  49  50  55  56  58,
67902,WAFFLE HOUSE # 1565,859 SOUTH BROADWAY,40504,605,ACTIVE,02-Aug-2023,2,98,  49  56,
68007,BOURBON N' TOULOUSE,1080 SOUTH BROADWAY # 107,40504,605,ACTIVE,11-Aug-2023,1,94,  30  34  38  50  56,
68007,BOURBON N' TOULOUSE,1080 SOUTH BROADWAY # 107,40504,605,ACTIVE,28-Sep-2023,2,94,  38  41  48  50  56,
68201,NEW SUSHI EXPRESS,455-D SOUTHLAND DR.,40503,605,ACTIVE,10-Aug-2023,1,80,   6  10  15  18  24  25  30  38  48  49  56  57,
68201,NEW SUSHI EXPRESS,455-D SOUTHLAND DR.,40503,605,ACTIVE,01-Sep-2023,2,95,  24  30  56,
68201,NEW SUSHI EXPRESS,455-D SOUTHLAND DR.,40503,605,ACTIVE,08-Sep-2023,1,100,,
68564,PIZZA HUT #2972,4240 SARON DR. #B,40515,605,ACTIVE,07-Aug-2023,1,85,   1  18  22  29  37  40  45  50  56,
68564,PIZZA HUT #2972,4240 SARON DR. #B,40515,605,ACTIVE,07-Aug-2023,2,95,  37  40  45  50  56,
68564,PIZZA HUT #2972,4240 SARON DR. #B,40515,605,ACTIVE,28-Aug-2023,3,90,  18  40  45  50  55  56  58,
68564,PIZZA HUT #2972,4240 SARON DR. #B,40515,605,ACTIVE,11-Sep-2023,2,88,   6  18  40  45  50  52  55  56,
68564,PIZZA HUT #2972,4240 SARON DR. #B,40515,605,ACTIVE,19-Sep-2023,2,97,  50  55  56,
68612,PHO BC / BLACK PEARL,171 WEST LOWRY LANE STE 168,40503,605,ACTIVE,17-Jul-2023,1,100,,
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,605,ACTIVE,02-Oct-2023,1,70,   1   3   5   6  13  15  17  18  21  22  25  44  45  48  50  56,
68739,RESTAURANT AGUASCALIENTES,1400 ALEXANDRIA DRIVE # A,40504,607,ACTIVE,02-Oct-2023,1,70,   1   3   5   6  13  15  17  18  21  22  25  44  45  48  50  56,
68766,SMURF'S BURGERS LLC DBA TOMMY TWO TIME'S,3330 PARTNER PLACE STE 114,40503,605,ACTIVE,03-Aug-2023,1,97,  48  56,
68766,SMURF'S BURGERS LLC DBA TOMMY TWO TIME'S,3330 PARTNER PLACE STE 114,40503,607,ACTIVE,03-Aug-2023,1,97,  48  56,
69005,TOTAL WINE,161 LEXINGTON GREEN CIRCLE  #175,40503,605,ACTIVE,17-Jul-2023,1,96,  10  29  45,
69005,TOTAL WINE,161 LEXINGTON GREEN CIRCLE  #175,40503,605,ACTIVE,17-Jul-2023,2,98,  10  45,
69005,TOTAL WINE,161 LEXINGTON GREEN CIRCLE  #175,40503,607,ACTIVE,17-Jul-2023,1,96,  10  29  45,
69005,TOTAL WINE,161 LEXINGTON GREEN CIRCLE  #175,40503,607,ACTIVE,17-Jul-2023,2,98,  10  45,
69006,MALONE'S PRIME/OBC,3373 TATES CREEK ROAD,40502,605,ACTIVE,03-Oct-2023,1,97,  34  45  56,
69296,LE DEAUVILLE,199 NORTH LIMESTONE,40507,605,ACTIVE,26-Sep-2023,1,95,   1  44  51  56,
69336,COMMONWEALTH BAPTIST COLLEGE,3440 VERSAILLES ROAD,40510,605,ACTIVE,18-Sep-2023,1,98,  15,
69423,SECOND PRESBYTERIAN CHURCH,460 E. MAIN STREET,40507,605,ACTIVE,19-Sep-2023,1,100,,
69424,MARRIOTT RESIDENCE INN -FOOD,2688 PINK PIGEON WAY,40509,607,ACTIVE,31-Aug-2023,1,100,,
69424,MARRIOTT RESIDENCE INN -FOOD,2688 PINK PIGEON WAY,40509,607,ACTIVE,31-Aug-2023,1,93,  17  38  44  48  50  56,
69424,MARRIOTT RESIDENCE INN -FOOD,2688 PINK PIGEON WAY,40509,607,ACTIVE,26-Sep-2023,1,100,,
69424,MARRIOTT RESIDENCE INN -FOOD,2688 PINK PIGEON WAY,40509,607,ACTIVE,26-Sep-2023,1,99,  56,
69425,"AFRICA & CARIBBEAN IMPORTS, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,40505,605,ACTIVE,06-Jul-2023,1,96,  25  38  56,
69425,"AFRICA & CARIBBEAN IMPORTS, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,40505,605,ACTIVE,06-Jul-2023,1,99,  38,
69425,"AFRICA & CARIBBEAN IMPORTS, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,40505,607,ACTIVE,06-Jul-2023,1,96,  25  38  56,
69425,"AFRICA & CARIBBEAN IMPORTS, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,40505,607,ACTIVE,06-Jul-2023,1,99,  38,
69425,"AFRICA & CARIBBEAN IMPORTS, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,40505,610,ACTIVE,06-Jul-2023,1,96,  25  38  56,
69425,"AFRICA & CARIBBEAN IMPORTS, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,40505,610,ACTIVE,06-Jul-2023,1,99,  38,
69425,"AFRICA & CARIBBEAN IMPORTS, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,40505,605,ACTIVE,18-Jul-2023,2,99,  56,
69425,"AFRICA & CARIBBEAN IMPORTS, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,40505,607,ACTIVE,18-Jul-2023,2,99,  56,
69425,"AFRICA & CARIBBEAN IMPORTS, LLC",1315 WINCHESTER RD STE 349 / 337 STORAGE,40505,610,ACTIVE,18-Jul-2023,2,99,  56,
69882,CHICK-FIL-A,1863 PLAUDIT PLACE,40509,605,ACTIVE,30-Aug-2023,1,97,  18,
70031,RUTH HUNT CANDIES,213 WALTON AVE,40502,610,ACTIVE,14-Aug-2023,1,100,,
70243,SUBWAY,360 SOUTHLAND DRIVE,40503,605,ACTIVE,27-Sep-2023,1,90,   1   3  13  40  50  56  57,
70261,TRINITY HILL CHILD CARE CENTER,210 E. REYNOLDS ROAD,40517,605,ACTIVE,14-Sep-2023,1,100,,
70989,GORDON FOOD SERVICE STORE,1856 PLAUDIT PLACE,40509,607,ACTIVE,11-Sep-2023,1,100,,
70999,DELICIA'S,"185 PASADENA DRIVE, SUITE 150",40503,605,ACTIVE,21-Jul-2023,1,98,  38  41,
71063,MR KABAB,2901 RICHMOND RD #150,40509,605,ACTIVE,24-Aug-2023,1,94,  15  17  41  50  56,
71072,ALI BABA,412 SOUTHLAND DR,40503,607,ACTIVE,26-Jul-2023,1,83,   1  10  13  18  25  37  38  45  48  50  56,
71072,ALI BABA,412 SOUTHLAND DR,40503,607,ACTIVE,26-Jul-2023,12,,"QUARANTINE/VOLUNTARY DESTRUCTION
MILK .5LB Q2, PORK 10LB Q2",
71072,ALI BABA,412 SOUTHLAND DR,40503,607,ACTIVE,26-Jul-2023,1,99,  56,
71072,ALI BABA,412 SOUTHLAND DR,40503,610,ACTIVE,26-Jul-2023,1,83,   1  10  13  18  25  37  38  45  48  50  56,
71072,ALI BABA,412 SOUTHLAND DR,40503,610,ACTIVE,26-Jul-2023,1,99,  56,
71072,ALI BABA,412 SOUTHLAND DR,40503,607,ACTIVE,16-Aug-2023,2,95,  10  38  48  56,
71072,ALI BABA,412 SOUTHLAND DR,40503,607,ACTIVE,16-Aug-2023,2,99,  56,
71072,ALI BABA,412 SOUTHLAND DR,40503,610,ACTIVE,16-Aug-2023,2,95,  10  38  48  56,
71072,ALI BABA,412 SOUTHLAND DR,40503,610,ACTIVE,16-Aug-2023,2,99,  56,
71169,CVS DRUGSTORE #6942,3097 TODDS ROAD,40509,610,ACTIVE,06-Sep-2023,1,100,,
71289,ARCHITECTURAL KITCHENS & BATHS,345 LAFAYETTE AVE,40502,605,ACTIVE,08-Aug-2023,1,100,,
71402,SUBWAY,3320 PARTNER PLACE #108,40503,605,ACTIVE,31-Jul-2023,1,96,  38  48  56,
71495,NUHEALTH LIFESTYLE - ESPORTA FITNESS,3001 BLAKE JAMES DR.,40509,605,ACTIVE,26-Sep-2023,1,97,  38  40  45,
71495,NUHEALTH LIFESTYLE - ESPORTA FITNESS,3001 BLAKE JAMES DR.,40509,605,ACTIVE,26-Sep-2023,1,99,  38,
71495,NUHEALTH LIFESTYLE - ESPORTA FITNESS,3001 BLAKE JAMES DR.,40509,607,ACTIVE,26-Sep-2023,1,97,  38  40  45,
71495,NUHEALTH LIFESTYLE - ESPORTA FITNESS,3001 BLAKE JAMES DR.,40509,607,ACTIVE,26-Sep-2023,1,99,  38,
71759,CHIPOTLE MEXICAN GRILL OF CO,1869 PLAUDIT PLACE #140,40509,605,ACTIVE,03-Oct-2023,1,88,   8  18  21  40  45  56,
71767,THIRD STREET STUFF COFFEE,257 N LIMESTONE ST,40507,605,ACTIVE,21-Jul-2023,1,97,  11,
71767,THIRD STREET STUFF COFFEE,257 N LIMESTONE ST,40507,605,ACTIVE,21-Jul-2023,12,,"NOTICE AND ORDER OF QUARANTINE/VOLUNTARY DESTRUCTION
COOKIES 1LB Q1/Q4, MUFFINS 2LB Q1/Q4, SCONES 1LB Q1/Q4, CROISSANTS 1LB Q1/Q4, CAKES 3LBS Q1/Q4, BROWNIES 3LB Q1/Q4, POPTARTS 3LB Q1/Q4
ESTIMATED REPORTED VALUE $1500 TOTAL QUANTITY 15LBS",
71767,THIRD STREET STUFF COFFEE,257 N LIMESTONE ST,40507,605,ACTIVE,04-Aug-2023,2,100,,
71769,HAMPTON INN - LEXINGTON,3060 LAKECREST CIRCLE,40513,605,ACTIVE,31-Jul-2023,1,100,,
71769,HAMPTON INN - LEXINGTON,3060 LAKECREST CIRCLE,40513,607,ACTIVE,31-Jul-2023,1,100,,
71831,STARBUCKS COFFEE #8734,1869 PLAUDIT PLACE STE 110,40509,605,ACTIVE,14-Jul-2023,1,100,,
71880,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1761 SHARKEY WAY,40511,605,ACTIVE,13-Jul-2023,1,84,  10  15  21  24  40  45  48  50  56  58,
71880,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1761 SHARKEY WAY,40511,605,ACTIVE,27-Jul-2023,2,92,  18  45  48  51  56,
71880,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,1761 SHARKEY WAY,40511,605,ACTIVE,27-Jul-2023,2,95,  45  48  51  56,
71970,STARBUCKS COFFEE #7931,2703 RICHMOND RD,40509,605,ACTIVE,11-Sep-2023,1,95,   6  44  50  56,
71970,STARBUCKS COFFEE #7931,2703 RICHMOND RD,40509,605,ACTIVE,11-Sep-2023,2,97,  44  50  56,
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,605,ACTIVE,04-Aug-2023,1,100,,
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,605,ACTIVE,04-Aug-2023,1,98,  48,
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,607,ACTIVE,04-Aug-2023,1,100,,
72011,LEXINGTON FAIRFIELD INN & SUITES,3050 LAKECREST CIRCLE,40513,607,ACTIVE,04-Aug-2023,1,98,  48,
72115,DOLLAR TREE #8052,4226 SARON DR,40515,610,ACTIVE,02-Oct-2023,1,96,  39  54  56  57,
72188,PUCCINI'S PIZZA,833 CHEVY CHASE PLACE,40502,605,ACTIVE,13-Jul-2023,2,95,  45  48  50  56,
72266,STARBUCKS @ KY CLINIC,745 ROSE ST,40506,605,ACTIVE,03-Aug-2023,1,98,  50  56,
72277,DOUBLE H BBQ,1244 VERSAILLES RD,40508,605,ACTIVE,06-Oct-2023,1,92,  21  22  41  46,
72521,SUBWAY #17552 @ WAL-MART,500 W. NEW CIRCLE RD,40511,605,ACTIVE,27-Sep-2023,1,96,  38  50  56  57,
72676,TAJ INDIA INDIAN RESTAURANT,154 PATCHEN DR #68,40517,605,ACTIVE,05-Jul-2023,1,94,  44  48  50  55  56,
72691,SHELL FOODMART,6400 POLO CLUB BLVD.,40509,607,ACTIVE,01-Sep-2023,1,94,  10  15  17  40  50,
72691,SHELL FOODMART,6400 POLO CLUB BLVD.,40509,607,ACTIVE,01-Sep-2023,1,99,  56,
72691,SHELL FOODMART,6400 POLO CLUB BLVD.,40509,610,ACTIVE,01-Sep-2023,1,94,  10  15  17  40  50,
72691,SHELL FOODMART,6400 POLO CLUB BLVD.,40509,610,ACTIVE,01-Sep-2023,1,99,  56,
72696,AZUR,3070 LAKECREST CIR STE #550,40513,605,ACTIVE,24-Jul-2023,1,86,   6  17  21  34  44  48  50  56  58,
72696,AZUR,3070 LAKECREST CIR STE #550,40513,605,ACTIVE,07-Aug-2023,2,95,  36  48  50  56,
72949,SPRINGHILL SUITES LEXINGTON NEAR THE UNIVERSITY,863 S BROADWAY ST,40504,605,ACTIVE,08-Aug-2023,1,91,   5  10  21  46  49  56,
72949,SPRINGHILL SUITES LEXINGTON NEAR THE UNIVERSITY,863 S BROADWAY ST,40504,605,ACTIVE,08-Aug-2023,1,100,,
72949,SPRINGHILL SUITES LEXINGTON NEAR THE UNIVERSITY,863 S BROADWAY ST,40504,607,ACTIVE,08-Aug-2023,1,91,   5  10  21  46  49  56,
72949,SPRINGHILL SUITES LEXINGTON NEAR THE UNIVERSITY,863 S BROADWAY ST,40504,607,ACTIVE,08-Aug-2023,12,,"QUARANTINE/VOLUNTARY DESTRUCTION
2% MILK 4LBS Q1/Q2",
72949,SPRINGHILL SUITES LEXINGTON NEAR THE UNIVERSITY,863 S BROADWAY ST,40504,607,ACTIVE,08-Aug-2023,1,100,,
72949,SPRINGHILL SUITES LEXINGTON NEAR THE UNIVERSITY,863 S BROADWAY ST,40504,605,ACTIVE,22-Aug-2023,2,99,  56,
72949,SPRINGHILL SUITES LEXINGTON NEAR THE UNIVERSITY,863 S BROADWAY ST,40504,607,ACTIVE,22-Aug-2023,2,99,  56,
73484,CHRYSALIS HOUSE FAMILY PROGRAM,1588 HILL RISE DR,40504,605,ACTIVE,13-Jul-2023,1,87,   1   6  18  29  40  48  50,
73484,CHRYSALIS HOUSE FAMILY PROGRAM,1588 HILL RISE DR,40504,605,ACTIVE,13-Jul-2023,2,96,  40  48  50,
